codigomuestra,parcela,usuarioident,fechacreacionident,fechaenvioident,idodkident,fechaidentificacion,identificadores,otrosidentificadores,idparentalidentificaciones,identificaciones
H20191012m3,p86,uid:mangoland|2019-08-27T17:32:44.139596Z,2019-11-01T01:09:38Z,2019-11-01T01:09:38Z,uuid:76381b03-d0a6-4dca-a47d-d8ba71ab5d2a,2019-10-12,"mlt,otra",Diyael Sosa,uuid:76381b03-d0a6-4dca-a47d-d8ba71ab5d2a,"brachymyrmexsp,dorymyrmexantillana"
H20191012m5,p16,uid:mangoland|2019-08-27T17:32:44.139596Z,2019-11-01T01:09:39Z,2019-11-01T01:09:39Z,uuid:37554158-d070-4458-a13a-262bc1717267,2019-10-12,"mlt,otra",Diyael Sosa,uuid:37554158-d070-4458-a13a-262bc1717267,"brachymyrmexsp,dorymyrmexantillana,pheidolejelskii,pheidolesubarmata,solenopsisgeminata"
H20191012m6,p28,uid:mangoland|2019-08-27T17:32:44.139596Z,2019-11-01T01:09:39Z,2019-11-01T01:09:39Z,uuid:6f164603-1113-460d-a850-75b5cf4284a0,2019-10-12,"mlt,otra",Diyael Sosa,uuid:6f164603-1113-460d-a850-75b5cf4284a0,"brachymyrmexsp,dorymyrmexantillana,solenopsisgeminata"
H20191012m7,p178,uid:mangoland|2019-08-27T17:32:44.139596Z,2019-11-01T01:09:39Z,2019-11-01T01:09:39Z,uuid:a6c7b0cf-844d-4ca1-894e-81e6707c6bfb,2019-10-12,"mlt,otra",Diyael Sosa,uuid:a6c7b0cf-844d-4ca1-894e-81e6707c6bfb,"dorymyrmexantillana,paratrechinalongicornis"
H20191013m8,p8,uid:mangoland|2019-08-27T17:32:44.139596Z,2019-11-01T02:33:55Z,2019-11-01T02:33:55Z,uuid:bc9ed3ac-c522-4907-a049-011e5e20b0b9,2019-10-15,"mlt,otra",Diyael Sosa,uuid:bc9ed3ac-c522-4907-a049-011e5e20b0b9,"dorymyrmexantillana,paratrechinalongicornis"
H20191013m10,p122,uid:mangoland|2019-08-27T17:32:44.139596Z,2019-11-01T02:33:56Z,2019-11-01T02:33:56Z,uuid:61427a1f-6fd4-433c-a898-94ce7d88afb8,2019-10-15,"mlt,otra",Diyael Sosa,uuid:61427a1f-6fd4-433c-a898-94ce7d88afb8,"brachymyrmexheeri,dorymyrmexantillana"
20190928k2.1,p157,uid:maritzafg|2019-08-27T17:32:44.140548Z,2019-11-02T22:10:07Z,2019-11-02T22:10:07Z,uuid:352513f6-a40b-48ca-b7a4-e9fb3b7aea2f,2019-10-18,kmfg,NULL,uuid:352513f6-a40b-48ca-b7a4-e9fb3b7aea2f,dorymyrmexsp
20191013k.1,p146,uid:maritzafg|2019-08-27T17:32:44.140548Z,2019-11-05T20:41:45Z,2019-11-05T20:41:45Z,uuid:06abfb14-6976-41c5-a09e-3f9b2f5c45cf,2019-10-24,kmfg,NULL,uuid:06abfb14-6976-41c5-a09e-3f9b2f5c45cf,"dorymyrmexsp,reina(s),solenopsissp,wasmanniasp"
H20191013m11,p135,uid:jorge-mutonen|2019-08-27T17:32:44.138229Z,2019-11-19T16:00:40Z,2019-11-19T16:00:40Z,uuid:a12fd142-23bf-4f84-bfce-3e0ec6cb61e6,2019-11-07,"jdmp,otra",Dijael,uuid:a12fd142-23bf-4f84-bfce-3e0ec6cb61e6,"brachymyrmexsp,dorymyrmexantillana,pheidolesubarmata"
H20191013m10,p182,uid:jorge-mutonen|2019-08-27T17:32:44.138229Z,2019-11-19T16:16:21Z,2019-11-19T16:16:21Z,uuid:c2fa1ce8-ff4f-4371-9702-b1f18d3dc668,2019-11-07,"jdmp,otra",Dijael,uuid:c2fa1ce8-ff4f-4371-9702-b1f18d3dc668,"dorymyrmexantillana,pheidolesubarmata,solenopsisgeminata"
H20190929m6,p54,uid:jorge-mutonen|2019-08-27T17:32:44.138229Z,2019-11-19T16:16:21Z,2019-11-19T16:16:21Z,uuid:30afc9a5-53d7-4b5d-9ec9-b9cca2899535,2019-11-07,"jdmp,otra",Dijael,uuid:30afc9a5-53d7-4b5d-9ec9-b9cca2899535,"brachymyrmexsp,dorymyrmexantillana,odontomachusbauri,pheidolesubarmata"
H20190929m5,p49,uid:jorge-mutonen|2019-08-27T17:32:44.138229Z,2019-11-19T16:16:22Z,2019-11-19T16:16:22Z,uuid:93fe5a1e-1ce9-4d12-a51a-3854796f66ce,2019-11-07,"jdmp,otra",Dijael,uuid:93fe5a1e-1ce9-4d12-a51a-3854796f66ce,"dorymyrmexantillana,solenopsisgeminata"
H20190929m4,p44,uid:jorge-mutonen|2019-08-27T17:32:44.138229Z,2019-11-19T16:16:22Z,2019-11-19T16:16:22Z,uuid:82f6867b-3277-4ed6-aa56-c18581864fe6,2019-11-07,"jdmp,otra",Dijael,uuid:82f6867b-3277-4ed6-aa56-c18581864fe6,"dorymyrmexantillana,paratrechinalongicornis,pheidolesubarmata,solenopsisgeminata"
H20190927,p64,uid:jorge-mutonen|2019-08-27T17:32:44.138229Z,2019-11-19T16:16:22Z,2019-11-19T16:16:22Z,uuid:fbffa2be-464b-4da7-bfd3-00b477ab838b,2019-11-07,"jdmp,otra",Dijael,uuid:fbffa2be-464b-4da7-bfd3-00b477ab838b,"dorymyrmexantillana,solenopsisgeminata"
H20190926m1,p28,uid:jorge-mutonen|2019-08-27T17:32:44.138229Z,2019-11-19T16:16:23Z,2019-11-19T16:16:23Z,uuid:a3359016-524b-4ed2-9cff-dee2b05623da,2019-11-12,"jdmp,otra",Dijael,uuid:a3359016-524b-4ed2-9cff-dee2b05623da,"brachymyrmexsp,pheidolejelskii,solenopsisgeminata"
H20190928m3,p25,uid:jorge-mutonen|2019-08-27T17:32:44.138229Z,2019-11-19T16:16:23Z,2019-11-19T16:16:23Z,uuid:889fa4e3-2bc3-4fef-9906-905e5aa247f8,2019-11-07,"jdmp,otra",Dijael,uuid:889fa4e3-2bc3-4fef-9906-905e5aa247f8,"brachymyrmexsp,dorymyrmexantillana,pheidolejelskii,solenopsisgeminata"
H20191012m7,p88,uid:jorge-mutonen|2019-08-27T17:32:44.138229Z,2019-11-19T16:16:23Z,2019-11-19T16:16:23Z,uuid:15a054ec-6ddb-40bc-a9d1-68f9686914cb,2019-11-12,"jdmp,otra",Dijael,uuid:15a054ec-6ddb-40bc-a9d1-68f9686914cb,"brachymyrmexsp,dorymyrmexantillana,pheidolesubarmata,solenopsisgeminata"
H20191012m8,p41,uid:jorge-mutonen|2019-08-27T17:32:44.138229Z,2019-11-24T16:57:15Z,2019-11-24T16:57:15Z,uuid:a141d4d8-1bd4-4d33-bf5f-e77f609ba7aa,2019-11-22,"jdmp,otra","Dijael, Freddy, Jesús",uuid:a141d4d8-1bd4-4d33-bf5f-e77f609ba7aa,solenopsisgeminata
H20191012m9,p158,uid:jorge-mutonen|2019-08-27T17:32:44.138229Z,2019-11-24T16:57:16Z,2019-11-24T16:57:16Z,uuid:eaf317f3-aec8-4b8e-85ee-2459c414ae86,2019-11-22,"jdmp,otra","Dijael, Freddy, Jesús",uuid:eaf317f3-aec8-4b8e-85ee-2459c414ae86,solenopsisgeminata
